ID;NUMCENS;Ejercicio;Fecha_Alta_Baja;Estado
184809;64;2001;2000-5-15;Alta
184811;70;2001;2000-5-15;Alta
184813;74;2001;2000-5-15;Alta
184816;79;2001;2000-5-15;Alta
184821;86;2001;2000-5-15;Alta
184822;87;2001;2000-5-15;Alta
184823;88;2001;2000-4-01;Baja
184826;92;2001;2000-5-15;Alta
184827;93;2001;2000-5-15;Alta
184828;94;2001;2000-5-15;Alta
184834;104;2001;2000-5-15;Alta
184844;119;2001;2000-5-15;Alta
184847;122;2001;2000-5-15;Alta
184849;126;2001;2000-4-01;Baja
184858;135;2001;2000-5-15;Alta
184860;137;2001;2000-4-01;Baja
184862;141;2001;2000-5-15;Alta
184863;142;2001;2000-5-15;Alta
184864;144;2001;2000-5-15;Alta
184865;147;2001;2000-5-15;Alta
184867;150;2001;2000-5-15;Alta
184868;151;2001;2000-5-15;Alta
184872;158;2001;2000-5-15;Alta
184873;159;2001;2000-5-15;Alta
184883;176;2001;2000-5-15;Alta
184884;177;2001;2000-5-15;Alta
184886;181;2001;2000-5-15;Alta
184887;182;2001;2000-5-15;Alta
184888;183;2001;2000-5-15;Alta
184893;192;2001;2000-5-15;Alta
184894;193;2001;2000-5-15;Alta
184895;194;2001;2000-4-01;Baja
184898;199;2001;2000-5-15;Alta
184899;200;2001;2000-5-15;Alta
184903;207;2001;2000-5-15;Alta
184908;216;2001;2000-5-15;Alta
184909;218;2001;2000-5-15;Alta
184911;224;2001;2000-5-15;Alta
184912;225;2001;2000-5-15;Alta
184913;226;2001;2000-5-15;Alta
184914;227;2001;2000-5-15;Alta
184916;231;2001;2000-5-15;Alta
184917;232;2001;2000-5-15;Alta
184920;236;2001;2000-5-15;Alta
184921;237;2001;2000-4-01;Baja
184925;242;2001;2000-5-15;Alta
184929;246;2001;2000-5-15;Alta
184930;247;2001;2000-5-15;Alta
184931;250;2001;2000-5-15;Alta
184934;253;2001;2000-5-15;Alta
184938;257;2001;2000-5-15;Alta
184939;259;2001;2000-5-15;Alta
184940;260;2001;2000-5-15;Alta
184941;261;2001;2000-5-15;Alta
184943;263;2001;2000-5-15;Alta
184944;264;2001;2000-4-01;Baja
184945;265;2001;2000-5-15;Alta
184948;268;2001;2000-5-15;Alta
184952;273;2001;2000-5-15;Alta
184959;283;2001;2000-5-15;Alta
184961;285;2001;2000-5-15;Alta
184962;286;2001;2000-5-15;Alta
184966;291;2001;2000-5-15;Alta
184967;292;2001;2000-5-15;Alta
184968;295;2001;2000-5-15;Alta
184969;296;2001;2000-5-15;Alta
184970;297;2001;2000-4-01;Baja
184977;308;2001;2000-5-15;Alta
184980;311;2001;2000-5-15;Alta
184981;312;2001;2000-4-01;Baja
184984;315;2001;2000-4-01;Baja
184988;319;2001;2000-5-15;Alta
184991;322;2001;2000-5-15;Alta
184993;324;2001;2000-5-15;Alta
184997;329;2001;2000-5-15;Alta
185005;343;2001;2000-4-01;Baja
185009;350;2001;2000-5-15;Alta
185011;353;2001;2000-4-01;Baja
185012;355;2001;2000-4-01;Baja
185017;369;2001;2000-5-15;Alta
185018;370;2001;2000-5-15;Alta
185020;372;2001;2000-4-01;Baja
185021;373;2001;2000-4-01;Baja
185022;374;2001;2000-5-15;Alta
185024;376;2001;2000-5-15;Alta
185028;380;2001;2000-5-15;Alta
185030;382;2001;2000-5-15;Alta
185031;383;2001;2000-5-15;Alta
185032;384;2001;2000-5-15;Alta
185034;386;2001;2000-4-01;Baja
185036;388;2001;2000-5-15;Alta
185037;389;2001;2000-5-15;Alta
185038;390;2001;2000-5-15;Alta
185039;391;2001;2000-4-01;Baja
185042;394;2001;2000-4-01;Baja
185045;397;2001;2000-5-15;Alta
185048;401;2001;2000-5-15;Alta
185049;402;2001;2000-5-15;Alta
185053;408;2001;2000-5-15;Alta
185055;411;2001;2000-5-15;Alta
185056;413;2001;2000-5-15;Alta
185060;417;2001;2000-4-01;Baja
185061;419;2001;2000-5-15;Alta
185064;423;2001;2000-4-01;Baja
185071;435;2001;2000-5-15;Alta
185072;436;2001;2000-5-15;Alta
185078;445;2001;2000-5-15;Alta
185087;458;2001;2000-4-01;Baja
185113;512;2001;2000-5-15;Alta
185115;519;2001;2000-4-01;Baja
185117;529;2001;2000-4-01;Baja
185123;537;2001;2000-4-01;Baja
185135;555;2001;2000-5-15;Alta
185164;595;2001;2000-5-15;Alta
185168;601;2001;2000-5-15;Alta
185185;620;2001;2000-4-01;Baja
185194;629;2001;2000-5-15;Alta
185195;630;2001;2000-5-15;Alta
185265;1;2002;2001-5-15;Alta
185266;2;2002;2001-5-15;Alta
185275;12;2002;2001-5-15;Alta
185279;16;2002;2001-5-15;Alta
185282;21;2002;2001-5-15;Alta
185283;22;2002;2001-4-01;Baja
185287;26;2002;2001-5-15;Alta
185289;28;2002;2001-4-01;Baja
185290;31;2002;2001-5-15;Alta
185291;32;2002;2001-5-15;Alta
185292;33;2002;2001-5-15;Alta
185293;34;2002;2001-4-01;Baja
185294;35;2002;2001-4-01;Baja
185295;36;2002;2001-4-01;Baja
185296;37;2002;2001-4-01;Baja
185300;42;2002;2001-4-01;Baja
185301;43;2002;2001-5-15;Alta
185302;44;2002;2001-5-15;Alta
185303;45;2002;2001-5-15;Alta
185304;46;2002;2001-5-15;Alta
185305;47;2002;2001-5-15;Alta
185307;50;2002;2001-5-15;Alta
185308;51;2002;2001-5-15;Alta
185309;52;2002;2001-5-15;Alta
185313;56;2002;2001-5-15;Alta
185314;57;2002;2001-5-15;Alta
185315;58;2002;2001-5-15;Alta
185316;59;2002;2001-5-15;Alta
185317;60;2002;2001-5-15;Alta
185320;64;2002;2001-5-15;Alta
185322;70;2002;2001-5-15;Alta
185324;74;2002;2001-5-15;Alta
185327;79;2002;2001-5-15;Alta
185332;86;2002;2001-5-15;Alta
185333;87;2002;2001-5-15;Alta
185334;88;2002;2001-4-01;Baja
185337;92;2002;2001-5-15;Alta
185338;93;2002;2001-5-15;Alta
185339;94;2002;2001-5-15;Alta
185345;104;2002;2001-5-15;Alta
185355;119;2002;2001-5-15;Alta
185358;122;2002;2001-5-15;Alta
185360;126;2002;2001-4-01;Baja
185369;135;2002;2001-5-15;Alta
185371;137;2002;2001-4-01;Baja
185373;141;2002;2001-5-15;Alta
185374;142;2002;2001-5-15;Alta
185375;144;2002;2001-5-15;Alta
185376;147;2002;2001-5-15;Alta
185378;150;2002;2001-5-15;Alta
185379;151;2002;2001-5-15;Alta
185383;158;2002;2001-5-15;Alta
185384;159;2002;2001-5-15;Alta
185394;176;2002;2001-5-15;Alta
185395;177;2002;2001-5-15;Alta
185397;181;2002;2001-5-15;Alta
185398;182;2002;2001-5-15;Alta
185399;183;2002;2001-5-15;Alta
185404;192;2002;2001-5-15;Alta
185405;193;2002;2001-5-15;Alta
185406;194;2002;2001-4-01;Baja
185409;199;2002;2001-5-15;Alta
185410;200;2002;2001-5-15;Alta
185412;202;2002;2001-5-15;Alta
185414;207;2002;2001-5-15;Alta
185419;216;2002;2001-5-15;Alta
185420;218;2002;2001-5-15;Alta
185422;224;2002;2001-5-15;Alta
185423;225;2002;2001-5-15;Alta
185424;226;2002;2001-5-15;Alta
185425;227;2002;2001-5-15;Alta
185427;231;2002;2001-5-15;Alta
185428;232;2002;2001-5-15;Alta
185431;236;2002;2001-5-15;Alta
185432;237;2002;2001-4-01;Baja
185433;239;2002;2001-5-15;Alta
185436;242;2002;2001-5-15;Alta
185440;246;2002;2001-5-15;Alta
185441;247;2002;2001-5-15;Alta
185442;250;2002;2001-5-15;Alta
185445;253;2002;2001-5-15;Alta
185449;257;2002;2001-5-15;Alta
185450;259;2002;2001-5-15;Alta
185451;260;2002;2001-5-15;Alta
185452;261;2002;2001-5-15;Alta
185454;263;2002;2001-5-15;Alta
185455;264;2002;2001-4-01;Baja
185456;265;2002;2001-5-15;Alta
185459;268;2002;2001-5-15;Alta
185463;273;2002;2001-5-15;Alta
185470;283;2002;2001-5-15;Alta
185472;285;2002;2001-5-15;Alta
185473;286;2002;2001-5-15;Alta
185477;291;2002;2001-5-15;Alta
185478;292;2002;2001-5-15;Alta
185479;295;2002;2001-5-15;Alta
185480;296;2002;2001-5-15;Alta
185481;297;2002;2001-4-01;Baja
185488;308;2002;2001-5-15;Alta
185491;311;2002;2001-5-15;Alta
185492;312;2002;2001-4-01;Baja
185495;315;2002;2001-4-01;Baja
185499;319;2002;2001-5-15;Alta
185502;322;2002;2001-5-15;Alta
185504;324;2002;2001-5-15;Alta
185508;329;2002;2001-5-15;Alta
185510;331;2002;2001-5-15;Alta
185516;343;2002;2001-4-01;Baja
185520;350;2002;2001-5-15;Alta
185522;353;2002;2001-4-01;Baja
185523;355;2002;2001-4-01;Baja
185528;369;2002;2001-5-15;Alta
185529;370;2002;2001-5-15;Alta
185530;371;2002;2001-5-15;Alta
185531;372;2002;2001-4-01;Baja
185532;373;2002;2001-4-01;Baja
185533;374;2002;2001-5-15;Alta
185535;376;2002;2001-5-15;Alta
185539;380;2002;2001-5-15;Alta
185541;382;2002;2001-5-15;Alta
185542;383;2002;2001-5-15;Alta
185543;384;2002;2001-5-15;Alta
185545;386;2002;2001-4-01;Baja
185547;388;2002;2001-5-15;Alta
185548;389;2002;2001-5-15;Alta
185549;390;2002;2001-5-15;Alta
185550;391;2002;2001-5-15;Alta
185553;394;2002;2001-5-15;Alta
185556;397;2002;2001-5-15;Alta
185559;401;2002;2001-5-15;Alta
185560;402;2002;2001-5-15;Alta
185562;406;2002;2001-5-15;Alta
185563;407;2002;2001-5-15;Alta
185564;408;2002;2001-5-15;Alta
185566;411;2002;2001-5-15;Alta
185567;413;2002;2001-5-15;Alta
185571;417;2002;2001-4-01;Baja
185572;419;2002;2001-5-15;Alta
185575;423;2002;2001-5-15;Alta
185582;435;2002;2001-4-01;Baja
185583;436;2002;2001-5-15;Alta
185589;445;2002;2001-5-15;Alta
185598;458;2002;2001-4-01;Baja
185624;512;2002;2001-5-15;Alta
185626;519;2002;2001-4-01;Baja
185628;529;2002;2001-4-01;Baja
185634;537;2002;2001-4-01;Baja
185646;555;2002;2001-5-15;Alta
185675;595;2002;2001-5-15;Alta
185679;601;2002;2001-5-15;Alta
185696;620;2002;2001-4-01;Baja
185705;629;2002;2001-5-15;Alta
185706;630;2002;2001-5-15;Alta
185776;1;2003;2002-5-15;Alta
185777;2;2003;2002-5-15;Alta
185786;12;2003;2002-5-15;Alta
185788;14;2003;2002-5-15;Alta
185790;16;2003;2002-5-15;Alta
185793;21;2003;2002-5-15;Alta
185794;22;2003;2002-4-01;Baja
185798;26;2003;2002-5-15;Alta
185800;28;2003;2002-4-01;Baja
185801;31;2003;2002-5-15;Alta
185802;32;2003;2002-5-15;Alta
185803;33;2003;2002-5-15;Alta
185804;34;2003;2002-4-01;Baja
185805;35;2003;2002-4-01;Baja
185806;36;2003;2002-4-01;Baja
185807;37;2003;2002-4-01;Baja
185808;38;2003;2002-5-15;Alta
185811;42;2003;2002-4-01;Baja
185812;43;2003;2002-5-15;Alta
185813;44;2003;2002-5-15;Alta
185814;45;2003;2002-5-15;Alta
185815;46;2003;2002-5-15;Alta
185816;47;2003;2002-5-15;Alta
185818;50;2003;2002-5-15;Alta
185819;51;2003;2002-5-15;Alta
185820;52;2003;2002-5-15;Alta
185824;56;2003;2002-5-15;Alta
185825;57;2003;2002-5-15;Alta
185826;58;2003;2002-5-15;Alta
185827;59;2003;2002-5-15;Alta
185828;60;2003;2002-5-15;Alta
185831;64;2003;2002-5-15;Alta
185833;70;2003;2002-5-15;Alta
185835;74;2003;2002-5-15;Alta
185838;79;2003;2002-5-15;Alta
185843;86;2003;2002-5-15;Alta
185844;87;2003;2002-5-15;Alta
185845;88;2003;2002-4-01;Baja
185848;92;2003;2002-5-15;Alta
185849;93;2003;2002-5-15;Alta
185850;94;2003;2002-5-15;Alta
185854;100;2003;2002-5-15;Alta
185856;104;2003;2002-5-15;Alta
185866;119;2003;2002-5-15;Alta
185869;122;2003;2002-5-15;Alta
185871;126;2003;2002-4-01;Baja
185876;131;2003;2002-5-15;Alta
185880;135;2003;2002-5-15;Alta
185882;137;2003;2002-4-01;Baja
185884;141;2003;2002-5-15;Alta
185885;142;2003;2002-5-15;Alta
185886;144;2003;2002-5-15;Alta
185887;147;2003;2002-5-15;Alta
185889;150;2003;2002-5-15;Alta
185890;151;2003;2002-5-15;Alta
185894;158;2003;2002-5-15;Alta
185895;159;2003;2002-5-15;Alta
185905;176;2003;2002-5-15;Alta
185906;177;2003;2002-5-15;Alta
185908;181;2003;2002-5-15;Alta
185909;182;2003;2002-5-15;Alta
185910;183;2003;2002-5-15;Alta
185915;192;2003;2002-5-15;Alta
185916;193;2003;2002-5-15;Alta
185917;194;2003;2002-4-01;Baja
185920;199;2003;2002-5-15;Alta
185921;200;2003;2002-5-15;Alta
185923;202;2003;2002-5-15;Alta
185925;207;2003;2002-5-15;Alta
185930;216;2003;2002-5-15;Alta
185931;218;2003;2002-5-15;Alta
185933;224;2003;2002-5-15;Alta
185934;225;2003;2002-5-15;Alta
185935;226;2003;2002-5-15;Alta
185936;227;2003;2002-5-15;Alta
185938;231;2003;2002-5-15;Alta
185939;232;2003;2002-5-15;Alta
185942;236;2003;2002-5-15;Alta
185943;237;2003;2002-4-01;Baja
185944;239;2003;2002-5-15;Alta
185947;242;2003;2002-5-15;Alta
185951;246;2003;2002-5-15;Alta
185952;247;2003;2002-5-15;Alta
185953;250;2003;2002-5-15;Alta
185956;253;2003;2002-5-15;Alta
185960;257;2003;2002-5-15;Alta
185961;259;2003;2002-4-01;Baja
185962;260;2003;2002-5-15;Alta
185963;261;2003;2002-5-15;Alta
185964;262;2003;2002-5-15;Alta
185965;263;2003;2002-5-15;Alta
185966;264;2003;2002-4-01;Baja
185967;265;2003;2002-5-15;Alta
185970;268;2003;2002-5-15;Alta
185974;273;2003;2002-5-15;Alta
185978;278;2003;2002-5-15;Alta
185981;283;2003;2002-5-15;Alta
185983;285;2003;2002-5-15;Alta
185984;286;2003;2002-5-15;Alta
185985;287;2003;2002-5-15;Alta
185988;291;2003;2002-5-15;Alta
185989;292;2003;2002-5-15;Alta
185990;295;2003;2002-5-15;Alta
185991;296;2003;2002-5-15;Alta
185992;297;2003;2002-4-01;Baja
185998;304;2003;2002-5-15;Alta
185999;308;2003;2002-5-15;Alta
186002;311;2003;2002-5-15;Alta
186003;312;2003;2002-4-01;Baja
186006;315;2003;2002-4-01;Baja
186007;316;2003;2002-5-15;Alta
186010;319;2003;2002-5-15;Alta
186013;322;2003;2002-5-15;Alta
186015;324;2003;2002-5-15;Alta
186016;326;2003;2002-5-15;Alta
186019;329;2003;2002-5-15;Alta
186021;331;2003;2002-5-15;Alta
186027;343;2003;2002-4-01;Baja
186031;350;2003;2002-5-15;Alta
186033;353;2003;2002-4-01;Baja
186034;355;2003;2002-4-01;Baja
186039;369;2003;2002-5-15;Alta
186040;370;2003;2002-5-15;Alta
186041;371;2003;2002-5-15;Alta
186042;372;2003;2002-4-01;Baja
186043;373;2003;2002-5-15;Alta
186044;374;2003;2002-5-15;Alta
186046;376;2003;2002-5-15;Alta
186050;380;2003;2002-5-15;Alta
186052;382;2003;2002-5-15;Alta
186053;383;2003;2002-5-15;Alta
186054;384;2003;2002-5-15;Alta
186056;386;2003;2002-4-01;Baja
186058;388;2003;2002-5-15;Alta
186059;389;2003;2002-5-15;Alta
186060;390;2003;2002-5-15;Alta
186061;391;2003;2002-5-15;Alta
186062;392;2003;2002-5-15;Alta
186064;394;2003;2002-5-15;Alta
186067;397;2003;2002-5-15;Alta
186070;401;2003;2002-5-15;Alta
186071;402;2003;2002-5-15;Alta
186073;406;2003;2002-5-15;Alta
186074;407;2003;2002-5-15;Alta
186075;408;2003;2002-5-15;Alta
186077;411;2003;2002-5-15;Alta
186078;413;2003;2002-5-15;Alta
186082;417;2003;2002-4-01;Baja
186083;419;2003;2002-5-15;Alta
186086;423;2003;2002-5-15;Alta
186093;435;2003;2002-4-01;Baja
186094;436;2003;2002-5-15;Alta
186100;445;2003;2002-5-15;Alta
186109;458;2003;2002-4-01;Baja
186135;512;2003;2002-5-15;Alta
186137;519;2003;2002-4-01;Baja
186139;529;2003;2002-4-01;Baja
186145;537;2003;2002-4-01;Baja
186157;555;2003;2002-5-15;Alta
186186;595;2003;2002-5-15;Alta
186190;601;2003;2002-5-15;Alta
186207;620;2003;2002-4-01;Baja
186216;629;2003;2002-5-15;Alta
186217;630;2003;2002-5-15;Alta
186242;664;2003;2002-5-15;Alta
186287;1;2004;2003-5-15;Alta
186288;2;2004;2003-5-15;Alta
186297;12;2004;2003-5-15;Alta
186299;14;2004;2003-5-15;Alta
186301;16;2004;2003-5-15;Alta
186304;21;2004;2003-5-15;Alta
186305;22;2004;2003-4-01;Baja
186309;26;2004;2003-5-15;Alta
186311;28;2004;2003-4-01;Baja
186312;31;2004;2003-5-15;Alta
186313;32;2004;2003-5-15;Alta
186314;33;2004;2003-5-15;Alta
186315;34;2004;2003-4-01;Baja
186316;35;2004;2003-4-01;Baja
186317;36;2004;2003-4-01;Baja
186318;37;2004;2003-4-01;Baja
186319;38;2004;2003-5-15;Alta
186322;42;2004;2003-4-01;Baja
186324;44;2004;2003-5-15;Alta
186325;45;2004;2003-5-15;Alta
186326;46;2004;2003-5-15;Alta
186327;47;2004;2003-5-15;Alta
186329;50;2004;2003-5-15;Alta
186330;51;2004;2003-5-15;Alta
186331;52;2004;2003-5-15;Alta
186335;56;2004;2003-5-15;Alta
186336;57;2004;2003-5-15;Alta
186337;58;2004;2003-5-15;Alta
186338;59;2004;2003-5-15;Alta
186339;60;2004;2003-5-15;Alta
186342;64;2004;2003-5-15;Alta
186344;70;2004;2003-5-15;Alta
186346;74;2004;2003-5-15;Alta
186349;79;2004;2003-5-15;Alta
186352;82;2004;2003-5-15;Alta
186354;86;2004;2003-5-15;Alta
186355;87;2004;2003-5-15;Alta
186356;88;2004;2003-4-01;Baja
186359;92;2004;2003-5-15;Alta
186360;93;2004;2003-5-15;Alta
186361;94;2004;2003-5-15;Alta
186365;100;2004;2003-5-15;Alta
186366;103;2004;2003-5-15;Alta
186367;104;2004;2003-5-15;Alta
186372;112;2004;2003-5-15;Alta
186376;117;2004;2003-5-15;Alta
186377;119;2004;2003-5-15;Alta
186380;122;2004;2003-5-15;Alta
186382;126;2004;2003-4-01;Baja
186387;131;2004;2003-5-15;Alta
186391;135;2004;2003-5-15;Alta
186393;137;2004;2003-4-01;Baja
186395;141;2004;2003-5-15;Alta
186396;142;2004;2003-5-15;Alta
186397;144;2004;2003-5-15;Alta
186398;147;2004;2003-5-15;Alta
186400;150;2004;2003-5-15;Alta
186401;151;2004;2003-5-15;Alta
186405;158;2004;2003-5-15;Alta
186406;159;2004;2003-5-15;Alta
186416;176;2004;2003-5-15;Alta
186417;177;2004;2003-5-15;Alta
186419;181;2004;2003-5-15;Alta
186420;182;2004;2003-5-15;Alta
186421;183;2004;2003-5-15;Alta
186426;192;2004;2003-5-15;Alta
186427;193;2004;2003-5-15;Alta
186428;194;2004;2003-4-01;Baja
186431;199;2004;2003-5-15;Alta
186432;200;2004;2003-5-15;Alta
186434;202;2004;2003-5-15;Alta
186436;207;2004;2003-5-15;Alta
186441;216;2004;2003-5-15;Alta
186442;218;2004;2003-5-15;Alta
186444;224;2004;2003-5-15;Alta
186445;225;2004;2003-5-15;Alta
186446;226;2004;2003-5-15;Alta
186447;227;2004;2003-5-15;Alta
186449;231;2004;2003-5-15;Alta
186450;232;2004;2003-5-15;Alta
186453;236;2004;2003-5-15;Alta
186454;237;2004;2003-4-01;Baja
186455;239;2004;2003-5-15;Alta
186457;241;2004;2003-5-15;Alta
186458;242;2004;2003-5-15;Alta
186462;246;2004;2003-5-15;Alta
186463;247;2004;2003-5-15;Alta
186464;250;2004;2003-5-15;Alta
186467;253;2004;2003-5-15;Alta
186471;257;2004;2003-5-15;Alta
186472;259;2004;2003-4-01;Baja
186473;260;2004;2003-5-15;Alta
186474;261;2004;2003-5-15;Alta
186475;262;2004;2003-5-15;Alta
186476;263;2004;2003-5-15;Alta
186477;264;2004;2003-4-01;Baja
186478;265;2004;2003-5-15;Alta
186481;268;2004;2003-5-15;Alta
186485;273;2004;2003-5-15;Alta
186489;278;2004;2003-5-15;Alta
186492;283;2004;2003-5-15;Alta
186494;285;2004;2003-5-15;Alta
186495;286;2004;2003-5-15;Alta
186496;287;2004;2003-5-15;Alta
186499;291;2004;2003-5-15;Alta
186500;292;2004;2003-5-15;Alta
186501;295;2004;2003-5-15;Alta
186502;296;2004;2003-5-15;Alta
186503;297;2004;2003-5-15;Alta
186509;304;2004;2003-5-15;Alta
186510;308;2004;2003-5-15;Alta
186513;311;2004;2003-5-15;Alta
186514;312;2004;2003-4-01;Baja
186517;315;2004;2003-4-01;Baja
186518;316;2004;2003-5-15;Alta
186521;319;2004;2003-5-15;Alta
186524;322;2004;2003-5-15;Alta
186526;324;2004;2003-5-15;Alta
186527;326;2004;2003-5-15;Alta
186530;329;2004;2003-5-15;Alta
186531;330;2004;2003-5-15;Alta
186532;331;2004;2003-5-15;Alta
186533;334;2004;2003-5-15;Alta
186537;340;2004;2003-5-15;Alta
186538;343;2004;2003-4-01;Baja
186542;350;2004;2003-5-15;Alta
186544;353;2004;2003-4-01;Baja
186545;355;2004;2003-4-01;Baja
186550;369;2004;2003-5-15;Alta
186551;370;2004;2003-5-15;Alta
186552;371;2004;2003-5-15;Alta
186553;372;2004;2003-4-01;Baja
186554;373;2004;2003-5-15;Alta
186555;374;2004;2003-5-15;Alta
186557;376;2004;2003-5-15;Alta
186561;380;2004;2003-5-15;Alta
186563;382;2004;2003-5-15;Alta
186564;383;2004;2003-5-15;Alta
186565;384;2004;2003-5-15;Alta
186567;386;2004;2003-4-01;Baja
186569;388;2004;2003-5-15;Alta
186570;389;2004;2003-5-15;Alta
186571;390;2004;2003-5-15;Alta
186572;391;2004;2003-5-15;Alta
186573;392;2004;2003-5-15;Alta
186575;394;2004;2003-5-15;Alta
186578;397;2004;2003-5-15;Alta
186581;401;2004;2003-5-15;Alta
186582;402;2004;2003-5-15;Alta
186584;406;2004;2003-5-15;Alta
186585;407;2004;2003-5-15;Alta
186586;408;2004;2003-5-15;Alta
186588;411;2004;2003-5-15;Alta
186589;413;2004;2003-5-15;Alta
186593;417;2004;2003-4-01;Baja
186594;419;2004;2003-5-15;Alta
186597;423;2004;2003-5-15;Alta
186604;435;2004;2003-4-01;Baja
186605;436;2004;2003-5-15;Alta
186611;445;2004;2003-5-15;Alta
186620;458;2004;2003-4-01;Baja
186646;512;2004;2003-5-15;Alta
186648;519;2004;2003-4-01;Baja
186650;529;2004;2003-4-01;Baja
186656;537;2004;2003-4-01;Baja
186668;555;2004;2003-5-15;Alta
186697;595;2004;2003-5-15;Alta
186701;601;2004;2003-4-01;Baja
186718;620;2004;2003-4-01;Baja
186727;629;2004;2003-5-15;Alta
186728;630;2004;2003-5-15;Alta
186753;664;2004;2003-5-15;Alta
186798;1;2005;2004-5-15;Alta
186799;2;2005;2004-5-15;Alta
186804;8;2005;2004-5-15;Alta
186806;10;2005;2004-5-15;Alta
186808;12;2005;2004-5-15;Alta
186810;14;2005;2004-5-15;Alta
186811;15;2005;2004-5-15;Alta
186812;16;2005;2004-5-15;Alta
186815;21;2005;2004-5-15;Alta
186816;22;2005;2004-4-01;Baja
186820;26;2005;2004-5-15;Alta
186822;28;2005;2004-4-01;Baja
186823;31;2005;2004-5-15;Alta
186824;32;2005;2004-5-15;Alta
186825;33;2005;2004-5-15;Alta
186826;34;2005;2004-4-01;Baja
186827;35;2005;2004-4-01;Baja
186828;36;2005;2004-4-01;Baja
186829;37;2005;2004-4-01;Baja
186830;38;2005;2004-5-15;Alta
186833;42;2005;2004-4-01;Baja
186835;44;2005;2004-5-15;Alta
186836;45;2005;2004-5-15;Alta
186837;46;2005;2004-5-15;Alta
186838;47;2005;2004-5-15;Alta
186840;50;2005;2004-5-15;Alta
186841;51;2005;2004-5-15;Alta
186842;52;2005;2004-5-15;Alta
186846;56;2005;2004-5-15;Alta
186847;57;2005;2004-5-15;Alta
186848;58;2005;2004-5-15;Alta
186849;59;2005;2004-5-15;Alta
186850;60;2005;2004-5-15;Alta
186853;64;2005;2004-5-15;Alta
186855;70;2005;2004-5-15;Alta
186857;74;2005;2004-5-15;Alta
186860;79;2005;2004-5-15;Alta
186863;82;2005;2004-5-15;Alta
186865;86;2005;2004-5-15;Alta
186866;87;2005;2004-5-15;Alta
186867;88;2005;2004-4-01;Baja
186870;92;2005;2004-5-15;Alta
186871;93;2005;2004-5-15;Alta
186872;94;2005;2004-5-15;Alta
186876;100;2005;2004-5-15;Alta
186877;103;2005;2004-5-15;Alta
186878;104;2005;2004-5-15;Alta
186883;112;2005;2004-5-15;Alta
186887;117;2005;2004-5-15;Alta
186888;119;2005;2004-5-15;Alta
186891;122;2005;2004-5-15;Alta
186893;126;2005;2004-4-01;Baja
186898;131;2005;2004-5-15;Alta
186902;135;2005;2004-5-15;Alta
186904;137;2005;2004-4-01;Baja
186906;141;2005;2004-5-15;Alta
186907;142;2005;2004-5-15;Alta
186908;144;2005;2004-5-15;Alta
186909;147;2005;2004-5-15;Alta
186911;150;2005;2004-5-15;Alta
186912;151;2005;2004-5-15;Alta
186916;158;2005;2004-5-15;Alta
186917;159;2005;2004-5-15;Alta
186927;176;2005;2004-5-15;Alta
186928;177;2005;2004-5-15;Alta
186930;181;2005;2004-5-15;Alta
186931;182;2005;2004-5-15;Alta
186932;183;2005;2004-5-15;Alta
186937;192;2005;2004-5-15;Alta
186938;193;2005;2004-5-15;Alta
186939;194;2005;2004-4-01;Baja
186942;199;2005;2004-5-15;Alta
186943;200;2005;2004-5-15;Alta
186945;202;2005;2004-5-15;Alta
186947;207;2005;2004-5-15;Alta
186952;216;2005;2004-5-15;Alta
186953;218;2005;2004-5-15;Alta
186955;224;2005;2004-5-15;Alta
186956;225;2005;2004-5-15;Alta
186957;226;2005;2004-5-15;Alta
186958;227;2005;2004-5-15;Alta
186960;231;2005;2004-5-15;Alta
186961;232;2005;2004-5-15;Alta
186964;236;2005;2004-5-15;Alta
186965;237;2005;2004-4-01;Baja
186966;239;2005;2004-5-15;Alta
186968;241;2005;2004-5-15;Alta
186969;242;2005;2004-5-15;Alta
186973;246;2005;2004-5-15;Alta
186974;247;2005;2004-5-15;Alta
186975;250;2005;2004-5-15;Alta
186978;253;2005;2004-5-15;Alta
186982;257;2005;2004-5-15;Alta
186983;259;2005;2004-5-15;Alta
186984;260;2005;2004-5-15;Alta
186985;261;2005;2004-5-15;Alta
186986;262;2005;2004-5-15;Alta
186987;263;2005;2004-5-15;Alta
186988;264;2005;2004-4-01;Baja
186989;265;2005;2004-5-15;Alta
186992;268;2005;2004-5-15;Alta
186996;273;2005;2004-5-15;Alta
187000;278;2005;2004-5-15;Alta
187003;283;2005;2004-5-15;Alta
187005;285;2005;2004-5-15;Alta
187006;286;2005;2004-5-15;Alta
187007;287;2005;2004-5-15;Alta
187009;289;2005;2004-5-15;Alta
187010;291;2005;2004-5-15;Alta
187011;292;2005;2004-5-15;Alta
187012;295;2005;2004-5-15;Alta
187013;296;2005;2004-5-15;Alta
187014;297;2005;2004-5-15;Alta
187020;304;2005;2004-5-15;Alta
187021;308;2005;2004-5-15;Alta
187024;311;2005;2004-5-15;Alta
187025;312;2005;2004-4-01;Baja
187028;315;2005;2004-4-01;Baja
187029;316;2005;2004-5-15;Alta
187032;319;2005;2004-5-15;Alta
187035;322;2005;2004-5-15;Alta
187037;324;2005;2004-5-15;Alta
187038;326;2005;2004-5-15;Alta
187041;329;2005;2004-5-15;Alta
187042;330;2005;2004-5-15;Alta
187043;331;2005;2004-5-15;Alta
187044;334;2005;2004-5-15;Alta
